X,Y,Label
-1.03670484,-0.214114871,0
0.420150345,-0.888746473,0
0.263983759,0.122310107,1
1.000629452,0.182999336,0
-0.282808397,-0.142654755,1
0.115685831,0.284192056,1
-0.12245665,0.297956033,1
-0.138169857,1.000174215,0
-0.212510476,-0.107769965,1
-0.086476156,-0.265310151,1
0.895130157,-0.402386911,0
0.102301101,1.011411375,0
-0.050284601,0.293138572,1
-0.028706928,0.315100522,1
1.062684593,0.2099679,0
-0.285953017,-0.082732527,1
0.176689773,0.218162705,1
0.188370912,-0.222359103,1
-0.025750404,-0.362222725,1
-0.147824847,-0.232697835,1
1.000079991,0.262273945,0
-0.790991085,-0.577149388,0
-0.714766665,0.774167441,0
-0.001344722,-0.9934617,0
-0.204097739,-0.230984659,1
-0.366965268,0.88200811,0
0.775441459,0.602497028,0
-0.251585821,-0.009266942,1
0.09180931,-0.225032485,1
0.041414357,-0.28942989,1
0.288689583,-0.173228245,1
-0.079023096,-0.216210832,1
0.116603629,-0.3039376,1
0.078472514,-0.271668896,1
-0.713717887,-0.772857253,0
-0.654391191,0.725815248,0
-0.09299683,-0.2902753,1
-0.008855987,-0.307548032,1
-0.056407758,0.243167049,1
0.093928273,-0.24837574,1
-0.230073229,-0.902586417,0
0.027964848,0.28837436,1
0.081587534,0.223846915,1
0.262205759,-0.100017248,1
0.120438896,0.292850438,1
0.039645771,0.270827681,1
0.304841973,0.06669136,1
0.828319528,0.497437483,0
-0.995552748,0.12881749,0
-0.810168363,0.63383911,0
0.289814039,0.041553121,1
0.384047732,1.0312686,0
-0.871533636,0.528472389,0
0.683621824,-0.720874914,0
0.139891497,-0.98520291,0
0.148918311,0.312184921,1
0.289348842,-0.113132244,1
0.64363201,-0.824035857,0
0.242618614,0.077191949,1
-0.677022843,0.651697782,0
-0.212662264,-0.943934117,0
0.894156563,0.347066699,0
-0.206672972,-0.29206282,1
-0.222486719,-0.121556354,1
0.078191414,0.305111117,1
0.948084209,0.021185849,0
0.233781762,-1.014827137,0
-0.538041486,0.853724243,0
-0.872167621,-0.492188846,0
-0.594210402,0.817824031,0
-0.565709751,-0.873784514,0
0.659852273,-0.780908825,0
0.268328739,-0.225455457,1
-0.953868234,-0.034668009,0
-0.114278953,-0.274785996,1
0.133827574,0.172495333,1
-0.295575664,0.18379757,1
-0.143664848,-0.290366891,1
-0.412842703,-0.89012796,0
-0.109532272,0.190578566,1
-0.622607168,0.780509018,0
0.346921544,0.096683551,1
0.244582613,0.119210729,1
0.557635046,-0.848520195,0
-0.248268889,0.184171401,1
-0.04707296,-0.215914855,1
-1.027207931,0.015582197,0
-0.062765416,0.38352236,1
-0.233341945,0.145101243,1
-0.525303101,-0.78839484,0
1.00459296,-0.244516436,0
-0.798701941,0.516834607,0
-0.254538647,-0.047896259,1
0.717179759,-0.679289161,0
0.987593219,-0.110383559,0
-0.019464996,0.250191203,1
-0.17465992,0.240132943,1
0.185629395,-0.211144643,1
0.416895039,-0.953788913,0
0.555991871,-0.781035485,0
0.945647286,-0.295845841,0
-0.860514713,0.498750067,0
-0.317056172,0.023229543,1
-0.205927452,0.162477134,1
0.064901526,0.294488935,1
0.149526735,-0.254371671,1
-0.654200359,0.789659309,0
-0.307638922,-0.143201697,1
-1.018857696,-0.268516829,0
0.822208049,-0.701128493,0
-0.632815133,0.880384541,0
-0.670849799,-0.737313258,0
0.3486873,0.065127338,1
0.18736933,0.199934564,1
-0.922912374,0.41339097,0
0.908190884,0.305094491,0
0.372020293,0.949802745,0
-0.134818564,-0.917255776,0
0.13930415,0.242133193,1
-1.057997455,0.203489404,0
0.271147067,-0.941383257,0
0.140942365,0.270883808,1
-0.963286159,-0.279309863,0
-0.924061891,0.359291117,0
0.179619663,0.235649799,1
-0.575292823,-0.820468499,0
-0.849455529,-0.433600703,0
-0.198482821,-0.187283687,1
-0.857310857,-0.582479257,0
0.276508787,0.917151475,0
-0.968859147,0.131524701,0
-0.266485237,0.182191024,1
-0.305790907,0.088729361,1
-0.04881843,-0.297346371,1
-0.315445578,-0.914503109,0
0.898099885,-0.367811925,0
-0.118377851,0.335667131,1
0.992535314,-0.140240282,0
0.265544936,0.099743054,1
0.012685216,-0.290206945,1
0.179862003,0.223052579,1
0.0355532,-0.235867373,1
0.186774864,-0.187876004,1
-0.230385581,-0.211967728,1
-0.353093126,-0.90894813,0
-0.179596387,-0.247215455,1
0.217463375,-0.211229836,1
-0.958841103,0.347524124,0
0.180724135,0.191043339,1
0.843598035,0.583834523,0
0.369825172,0.953536011,0
-0.041313946,-0.262351989,1
-0.157747093,0.261657433,1
-0.79803313,-0.410548655,0
0.088538264,-0.306614472,1
0.182307669,0.138385603,1
-0.130573656,-0.255898629,1
0.924109484,0.342452508,0
-0.221811436,-1.004582709,0
0.662408213,0.751998311,0
-0.194631131,0.25180829,1
0.540744758,0.914682153,0
-0.171299079,0.263153761,1
0.012937614,0.340671359,1
0.984604554,0.186092342,0
-0.03457044,-1.042939974,0
0.262924527,-0.272016518,1
0.257730874,-0.14191007,1
1.055911909,-0.029096072,0
0.685464017,0.75697832,0
0.142992829,-0.250400221,1
0.44425654,-0.860393513,0
-0.03455777,1.048262131,0
0.25077976,-0.145499132,1
0.046657345,-0.282256517,1
0.961625481,-0.315235215,0
-0.236886579,0.196482347,1
0.070108262,1.057723419,0
0.319205967,0.118855736,1
-0.262739684,-0.076501516,1
-0.270477651,-0.253229336,1
-0.236634987,-0.95971491,0
0.940522335,0.100023952,0
0.273598617,0.128905634,1
0.17967191,0.275993925,1
-0.181048073,0.1488801,1
-0.997431042,-0.175365737,0
-0.230090499,-0.167699833,1
0.265610239,0.048220002,1
0.794842594,-0.55946371,0
0.297523778,-0.086722313,1
-0.158668904,0.245347847,1
-0.23932358,-0.146485693,1
0.911513785,0.446488945,0
-0.252234516,0.990933463,0
-0.212019521,0.987775693,0
0.170220833,0.957885565,0
0.33168414,-0.00953828,1
0.117430007,0.990048622,0
-0.154660951,-0.292379426,1
0.258521713,0.266890913,1
-0.888178963,0.530156212,0
0.141073872,1.008998475,0
-0.232935456,-1.016077554,0
0.33407586,0.928164976,0
0.449960733,-0.903960866,0
-0.288316826,-0.057188261,1
0.822564605,0.577517047,0
0.582096991,0.782679302,0
0.197178283,-0.241242028,1
-0.923908377,-0.428038828,0
0.221088907,-0.254368487,1
0.144506585,0.972714727,0
-0.282486991,-0.96991685,0
1.018493785,0.093800828,0
-0.306445301,-0.102025657,1
-0.339489255,0.960699303,0
0.283369834,-0.178434567,1
0.639263102,0.854270913,0
0.768765784,-0.670497026,0
-0.274918154,0.89981076,0
-0.295005426,-0.102602004,1
0.264720367,-0.140782682,1
-0.634271717,-0.747130767,0
-0.138631454,0.333032329,1
0.087994503,-0.233235378,1
-0.240466181,0.163447156,1
-0.317566758,0.044426006,1
0.033660889,-0.336343079,1
0.656829039,-0.683479743,0
0.391216592,0.052244555,1
0.115862238,0.263601777,1
-0.307659802,-0.091097247,1
0.724695776,-0.60834902,0
-0.306118614,0.048180835,1
-0.071399175,0.281431483,1
0.110113621,-0.262418283,1
0.017160849,-0.311397066,1
0.259758989,0.162809993,1
0.684513985,0.716356855,0
0.307112046,-0.049550117,1
-0.304577019,0.111354672,1
0.025404203,0.317402197,1
0.568605555,0.816016719,0
-0.995315162,-0.280161403,0
-0.986470897,-0.102310111,0
0.207901481,-0.354463833,1
-0.849113681,-0.566108819,0
0.979439896,0.015786202,0
0.199616918,-0.220512487,1
0.300522299,-0.058118258,1
0.532108954,0.893207498,0
0.692756607,-0.728761397,0
-0.929474181,0.059386661,0
-0.577785868,-0.806335264,0
0.31252347,-0.002816006,1
0.276134999,-0.006365095,1
-1.011950366,-0.166928775,0
0.344813622,-0.052147316,1
-0.309420288,0.172520989,1
0.537342633,-0.862785728,0
-0.084879263,0.969361427,0
-0.183801077,1.002317118,0
-0.963232422,-0.0825153,0
1.010921957,-0.035718638,0
-0.180728683,-0.238166343,1
0.277639865,-0.127814585,1
0.130705753,0.994489295,0
0.197871345,0.928200819,0
0.376501709,0.052586269,1
-0.300299445,-0.09034927,1
-0.116394157,-0.301939105,1
-1.017477289,-0.190213535,0
0.71431452,0.737400471,0
-0.823258909,-0.541460762,0
-0.254306027,-0.23984205,1
-0.085139174,0.272621459,1
0.300300288,0.076572286,1
-0.27173352,-0.942706977,0
0.217298309,-0.160355856,1
-0.31702546,-1.023201026,0
-0.961827618,-0.312827606,0
-0.113666906,-0.291942536,1
-0.254519311,1.013731506,0
0.083985363,-1.029143692,0
-0.289394623,-0.086930857,1
0.821524676,-0.490031652,0
0.229077793,-0.165852926,1
0.479196019,-0.887620613,0
-0.293407657,-0.988919369,0
-0.070794317,-0.276541496,1
0.223821266,-0.207592317,1
0.199432034,-0.218947565,1
-0.564125451,-0.831569112,0
-0.437230456,-0.918295302,0
-0.370798973,0.031076295,1
-0.119339545,-0.265667639,1
0.160065375,0.268145854,1
0.81116329,-0.559934075,0
0.333810284,0.047272565,1
0.208584376,0.256549021,1
0.04577815,-0.366761621,1
-0.471390756,-0.87095425,0
0.245931983,-0.086803822,1
0.131474485,-0.278224451,1
-0.041078069,-0.296980559,1
-0.289503749,0.04851578,1
0.22541935,-0.232502952,1
0.976683278,0.010366351,0
-0.117123758,-0.33031964,1
-0.25016865,0.093865671,1
-0.290415801,0.184054943,1
0.368009792,0.866666915,0
0.02716969,-0.296774158,1
-0.071327783,-0.254687275,1
-0.214131866,-0.127074069,1
-0.749549377,0.759716072,0
-0.998596716,-0.143239474,0
-0.324679434,0.8750617,0
-0.008939327,-0.287737531,1
1.017270241,0.214023886,0
-1.034341107,-0.108567754,0
-0.816624976,-0.468984219,0
0.212471111,-0.119519177,1
0.301867272,0.009696483,1
0.955630997,-0.22080289,0
-0.047663743,0.316579931,1
0.975407383,0.259230931,0
-0.560805874,-0.882185579,0
-0.700052258,-0.657954396,0
0.051523556,-1.034322809,0
0.136723369,-0.293593627,1
0.265229262,0.164498979,1
0.171467038,-0.366631525,1
0.038919728,-0.994779516,0
-0.06905154,-0.248109248,1
-0.629942102,-0.775539694,0
-0.023014164,-0.293277497,1
0.249791564,-1.009431709,0
-0.926348222,0.097013219,0
-0.222931441,-0.997691622,0
0.626132933,-0.753452735,0
0.528746675,0.930163134,0
1.003861264,0.006944318,0
0.266537596,-0.149569695,1
-0.655823419,0.796847395,0
0.699031426,-0.699184161,0
0.886792729,0.506989544,0
0.194543333,0.231145662,1
0.934489149,-0.135059618,0
0.99744724,0.019582462,0
0.344554142,0.966136923,0
-0.262812207,0.178354899,1
0.279968715,-0.145668972,1
0.483675209,-0.830427506,0
0.295970251,-0.063986817,1
0.090629895,-0.301075642,1
-0.109954323,1.06396405,0
0.076012256,-0.255241996,1
-0.100949095,0.228005829,1
-0.935899822,0.143059104,0
0.197783222,-0.136757052,1
0.036875244,-0.367741636,1
-0.80584519,-0.520604387,0
-0.626608114,0.78688486,0
-0.03678025,-0.327977476,1
-0.233692902,0.217389509,1
0.973830799,-0.217490712,0
0.190192821,-0.22143864,1
-0.191311246,0.277255144,1
-0.326143614,0.144807364,1
-0.281025152,0.179335829,1
0.038334232,-1.031997794,0
-0.13674053,-1.058939657,0
-0.267579022,0.975925666,0
-0.578275616,0.786174243,0
-0.933858673,0.419383532,0
0.056702691,0.286540767,1
0.150326627,-0.243793239,1
-0.716745654,0.700706154,0
0.773071471,0.705392571,0
1.000882058,-0.068874749,0
-0.749907399,-0.64930099,0
-0.354657755,-0.00772902,1
-0.329969572,-0.075030379,1
0.973984001,-0.177730294,0
-0.224121721,0.962818918,0
-0.297707683,-0.999072599,0
-0.146185998,0.151774101,1
0.253940564,-0.033024694,1
0.276984443,0.044504388,1
0.221393659,-0.260455763,1
0.121906116,-0.241855327,1
0.288309249,0.113426146,1
0.971280555,-0.319446006,0
-0.302525353,0.016974361,1
-0.75465218,0.6085532,0
-0.003616352,0.236623504,1
-0.238214675,0.875158426,0
-0.117491675,0.250658452,1
-1.006692857,0.247299882,0
0.928124312,-0.008582628,0
0.12589505,0.253457624,1
-0.330344043,0.904094835,0
0.240607263,0.226863142,1
0.701195945,-0.820598739,0
0.619476598,-0.821482327,0
-0.002993707,-0.950616566,0
-0.793043907,-0.499595507,0
-0.090091959,-0.268749026,1
0.594000958,-0.765149306,0
0.278759783,-0.214923766,1
0.994078709,-0.275909206,0
-0.051064063,0.336213464,1
-0.432046333,0.928195082,0
0.772987647,-0.642830397,0
-0.965304802,-0.446839594,0
0.201612916,1.024050111,0
0.993878052,0.252968864,0
-0.508527932,-0.894286453,0
0.326906928,-0.001801919,1
-0.309012449,-0.096352203,1
-0.219420683,0.127467545,1
-0.796459665,-0.547329907,0
-0.079380971,-0.304701197,1
-0.461258314,0.935208375,0
-0.868910421,0.448279821,0
-0.360571453,0.093521629,1
0.012899818,-1.02494482,0
0.258946557,0.105446637,1
-0.104264116,0.242659844,1
0.302172259,0.031201151,1
-0.893498309,-0.35315857,0
0.324177303,-0.950317376,0
0.226632395,-0.014662785,1
0.632750159,-0.780236078,0
0.341875619,0.989726893,0
0.684516219,0.776032108,0
-0.834192451,0.551695758,0
0.258942739,-0.1419749,1
-0.207550557,-0.259934199,1
-0.492608938,0.912562283,0
0.679619921,0.785979855,0
0.200170483,-0.905296308,0
-0.156228839,-0.275257964,1
-0.049926757,-0.29772693,1
0.684790846,0.724409869,0
0.193936319,-0.211678669,1
-0.158673502,0.228470789,1
0.118904587,-0.275786461,1
0.226890598,0.24801445,1
-0.156879905,-0.151668499,1
0.216747028,0.926519203,0
0.342161033,0.090231835,1
-0.640551487,0.774788055,0
-0.686453007,0.710148663,0
-0.294657566,0.029740036,1
-0.194607907,-0.906294376,0
0.057381585,-0.275292579,1
-0.121379996,0.267917749,1
-0.070313464,0.262877377,1
-0.283790187,0.136217184,1
-0.902836512,0.296061731,0
0.570201377,-0.831675114,0
-0.764494744,-0.579740581,0
-1.01835332,-0.051641936,0
0.190672783,-0.240364734,1
0.026714228,-0.292267312,1
0.524003778,-0.749867308,0
0.623047164,0.7836206,0
-0.079391395,0.309129585,1
-0.879273137,0.3366302,0
-0.249966801,0.172801547,1
-0.389205931,0.909989744,0
-0.002978721,-0.264818666,1
0.377358465,-0.855380163,0
-0.220284681,0.241882517,1
0.671415818,0.756741694,0
-0.05099403,-0.285396998,1
0.251425195,0.157073583,1
-0.176085239,0.279798891,1
0.012343016,0.27413403,1
-0.08289862,-0.302553836,1
-0.150412151,0.25162906,1
-0.108711897,-0.990321992,0
-0.066465795,0.288493018,1
-0.432711419,0.932529303,0
-0.267328073,-0.106319111,1
-0.279533931,0.185858639,1
0.249203696,-0.99770264,0
0.225999458,0.11249091,1
0.111200907,0.282151421,1
-0.352547222,0.953032171,0
-0.663150072,-0.744022489,0
0.870685055,-0.634649118,0
0.256744288,0.987008144,0
-0.004353793,0.294654775,1
-0.550279781,-0.847141706,0
-0.337949777,0.090170336,1
-0.729229142,0.674410767,0
0.347942512,-0.844465788,0
0.888375618,-0.356821106,0
-0.298215184,0.1585923,1
0.991558054,-0.013460012,0
-0.59736991,-0.849300855,0
-0.228946897,0.200124712,1
0.269074154,0.188114419,1
-0.095678591,0.246731266,1
-0.287335927,-0.152164228,1
0.639452588,-0.74774518,0
0.185020246,-0.21642274,1
-0.274605326,1.000098189,0
-0.989341103,0.391776215,0
-0.277701288,0.043484158,1
0.455980613,0.926769004,0
0.727145727,0.666983808,0
-0.501861572,-0.894859608,0
0.294871925,0.12796537,1
0.042986324,-0.313244256,1
0.494296476,0.848921468,0
-0.620482249,-0.77480782,0
2.23E-05,0.251322166,1
0.95068006,0.056403189,0
-0.270863077,-0.984440471,0
-0.219409889,0.051992006,1
-0.240453548,-0.072646619,1
0.277892874,0.048369551,1
0.949284755,-0.50147802,0
-0.286132118,0.120012467,1
0.306150252,-0.011959841,1
-0.621528986,0.784887285,0
-0.786367123,0.536537229,0
-0.051885404,0.278750212,1
0.321114081,0.187684559,1
-0.183546798,0.227193722,1
0.77526214,0.659126319,0
-0.264184785,-0.137484989,1
0.248081702,0.167175279,1
-0.976313626,-0.073600037,0
0.416317583,-0.85830008,0
-0.265620683,-0.094127557,1
0.152772665,0.292411395,1
0.153125898,-0.151181306,1
-0.512406723,-0.837429175,0
-0.17941871,-0.249198256,1
-0.904139293,0.06155118,0
-0.877914048,0.537125656,0
-0.293157072,-0.029814678,1
-0.42568074,0.861545289,0
-0.101986211,0.279213446,1
0.4899828,-0.817656106,0
-0.220236144,0.9420169,0
0.310799133,0.150481086,1
-0.003379314,0.26608002,1
0.25104882,0.181868171,1
0.108179446,-0.235930751,1
0.331572361,0.034271305,1
-0.105813346,0.283361139,1
0.026160528,0.28930133,1
-0.943838178,0.258846862,0
0.220676732,-0.228762815,1
-0.060286069,-0.335730863,1
0.989475421,0.125410768,0
0.711617101,0.649213226,0
0.195542196,0.219509495,1
-0.082871524,0.990324464,0
0.047000765,-0.291246075,1
-0.067630487,-0.242927414,1
0.262995149,-0.947096309,0
-0.047499349,1.071369622,0
0.266584158,0.193673279,1
0.271425398,0.087794959,1
0.07234224,0.280768629,1
0.375555158,-0.020892461,1
-0.223294682,0.138670036,1
-0.276761228,0.128842999,1
1.011588977,-0.009428267,0
1.000237935,0.021455885,0
-0.472098096,0.862876379,0
-1.009685019,-0.113387533,0
0.093646365,-0.295407465,1
0.165940459,0.994580375,0
0.268979221,-0.968623766,0
-0.934962618,0.410938908,0
0.041260776,0.31293197,1
-0.215636245,0.179670682,1
-0.176720117,1.011421076,0
0.578040549,-0.834898424,0
-0.774071746,-0.610467057,0
-0.207207137,0.232157154,1
-0.981788667,0.192715837,0
-0.274710243,0.087644456,1
-0.243166059,-0.275349265,1
0.939477986,0.298606923,0
0.265129834,0.180138894,1
0.264959947,-0.950132764,0
-0.990404023,-0.154877619,0
-0.062047239,0.983898441,0
-0.951637106,0.354365541,0
0.225066602,0.1710022,1
0.280535441,0.156167255,1
-1.070882502,0.006910496,0
-0.888574899,-0.517674831,0
0.249155732,1.043163161,0
-0.355130179,0.018473228,1
0.07470179,0.26416485,1
-0.235147057,0.13615831,1
0.950420809,-0.253474885,0
0.599323692,0.802481825,0
-0.038664315,-0.944490885,0
-0.176555215,-0.214943752,1
-0.00768703,0.957084743,0
0.303905052,0.142388476,1
0.290779608,-0.147484384,1
-0.105931701,0.289719658,1
0.24710836,-0.182005349,1
-0.281730249,0.11767655,1
-0.295140104,-0.089241137,1
0.771039128,-0.666781411,0
0.450405898,-0.853137007,0
-0.151961831,0.981067238,0
-0.78683344,0.553515054,0
0.281086827,0.016604847,1
-0.719694469,0.702914186,0
-0.124315288,0.203108437,1
0.178529655,0.221260982,1
1.06808237,-0.120329503,0
0.962543407,0.034432141,0
0.927684828,0.292349677,0
0.201259079,0.314292678,1
0.339728246,-0.005230022,1
0.659412437,-0.759586989,0
-0.925917325,-0.398625524,0
0.177769723,-0.206954101,1
0.169487542,0.234076388,1
-0.393427939,0.984138721,0
-0.895816892,0.295816517,0
0.214550869,-0.161742921,1
0.298026454,-0.019372895,1
0.261762563,0.203785657,1
-0.734234899,-0.638704985,0
-0.428777282,-0.850340425,0
-0.221759514,-0.22910832,1
0.114487551,-1.018353593,0
-1.061381991,-0.046823604,0
0.083941385,0.318208227,1
-0.187357834,-0.276226164,1
-0.004491332,1.060963782,0
0.8840993,-0.382208672,0
0.306278766,0.061432323,1
0.112839446,-0.283548511,1
0.291450705,-0.169815653,1
-0.349843686,-0.096194717,1
-0.899143492,-0.436482377,0
0.037922926,-0.286151073,1
0.793169561,0.645149989,0
-0.991946311,-0.223257375,0
-0.50495518,0.853053944,0
0.25221454,0.051928887,1
0.333541782,-0.058097306,1
0.431325341,0.886612458,0
0.975866576,0.155527478,0
-1.026008691,-0.10186342,0
-0.275781922,-0.091011848,1
0.199905923,0.9700427,0
-0.437268038,-0.917395172,0
-1.020134529,0.20610387,0
-0.092927021,-0.340964309,1
1.002320554,0.283116874,0
0.436596251,-0.883067059,0
0.293052093,-0.152416726,1
-0.339502144,1.000803934,0
-0.978027465,-0.011272986,0
0.988600889,-0.004288994,0
0.003946967,0.966813694,0
0.315562727,0.936337226,0
-0.313261655,-0.068206872,1
0.216611083,-0.972685724,0
-0.143498474,-0.261508603,1
0.976302926,0.285844807,0
-0.157234925,-0.26581964,1
0.205098405,0.935236955,0
-0.166289262,-0.978398676,0
0.950502561,0.346017193,0
-0.282618589,0.007720019,1
0.475640244,-0.915306937,0
0.412551341,0.889547883,0
-0.760110103,0.520529662,0
0.125174484,0.990390482,0
0.398526775,-0.916867019,0
0.917978602,0.288886954,0
-0.771977568,-0.635254314,0
0.25250341,0.958336507,0
-0.536530855,-0.8520333,0
0.307339497,0.137255516,1
-0.223299095,0.217656092,1
0.903020505,0.389870077,0
-0.255631297,-0.967916001,0
-0.450800873,0.866973049,0
0.108779701,0.257414474,1
0.248459596,0.184872371,1
-0.277854631,-0.100090386,1
0.422599362,0.854405178,0
-0.982003899,-0.351257266,0
0.204392507,-0.304423019,1
0.198019064,-0.21586508,1
-0.116143604,-0.261801714,1
-0.286790839,1.016467278,0
0.232591608,-0.193888322,1
-0.08487967,-0.290228005,1
0.197774739,0.257053226,1
-0.20420709,-0.998849943,0
-0.050302049,-0.994028565,0
0.281518536,0.289107339,1
-0.26614101,-0.21396762,1
-0.161996505,0.260811633,1
-0.80500226,-0.55663376,0
-0.435139607,-0.922353607,0
-0.571672342,-0.822079618,0
0.503236364,0.874538347,0
-0.157261651,1.003134209,0
0.763576601,0.618309127,0
0.553800767,-0.86994454,0
-0.093902487,0.288700951,1
0.903992321,0.42322234,0
0.991190464,0.224632993,0
-0.385296041,-0.02135579,1
0.964584453,-0.237057644,0
-0.38481625,-0.111904213,1
1.033542851,0.124792994,0
0.881839085,-0.613864578,0
-0.082632285,-0.263118577,1
-0.135698573,-0.270242134,1
-0.627704001,0.722862717,0
0.956106928,0.456958854,0
-0.302597425,-0.02268936,1
0.7292788,0.694066794,0
-0.92565893,0.418481592,0
-0.067019691,0.314529219,1
0.355998497,-0.903101888,0
0.184480361,0.965561582,0
-0.450720985,0.920782394,0
0.904260227,-0.388247288,0
0.545689571,0.891612812,0
-0.529446502,0.800635382,0
-0.524598275,-0.798900102,0
-1.038715497,0.144814953,0
-0.730043534,-0.646715149,0
0.585773286,0.839002916,0
-0.088685294,0.98297977,0
0.280722642,0.001826179,1
-0.195212168,-0.28196795,1
-0.110323179,-0.308521188,1
0.174446829,-0.245680534,1
0.312542091,-0.050323712,1
0.190354294,1.03993583,0
0.276168814,-0.032223143,1
0.293693856,-0.034209737,1
0.995704392,-0.052242187,0
0.123260642,0.256076195,1
0.967440039,-0.00352988,0
0.296292518,-0.888731461,0
0.137652261,0.291397731,1
0.071481902,0.282515194,1
0.021210423,-0.305467778,1
-0.317944986,-0.011966236,1
-0.145120835,0.274862772,1
0.318815192,0.026735138,1
0.879792584,-0.446839256,0
-0.165303121,0.212658854,1
-0.255861367,-0.138324302,1
-0.006697951,0.288946917,1
0.178633387,0.211102417,1
-0.272517776,0.000633386,1
-0.778917954,0.689980355,0
-0.317615034,-0.959355116,0
0.555792573,0.807196759,0
-0.77553172,0.55720974,0
-0.328529021,0.245144763,1
-0.160331948,1.01860842,0
0.172014285,0.219653307,1
0.006653573,-1.029442688,0
0.990678451,0.186540192,0
0.029831612,0.317195176,1
-0.050700343,0.289770113,1
-0.083835785,-0.268290783,1
-0.305569536,0.96924789,0
0.072745061,-0.279654615,1
0.084306367,-0.296300161,1
0.929284072,-0.185309094,0
0.97129628,-0.017358914,0
0.01106163,0.307799673,1
0.037942086,-0.970893403,0
0.74723947,0.725208172,0
-0.724799113,0.577026629,0
0.114999743,-0.245446232,1
0.781205714,-0.597102326,0
0.137392442,-0.199322337,1
-0.281908876,-0.000836972,1
0.167057994,0.267509994,1
-0.165417287,0.274430621,1
0.879606596,0.506891704,0
0.981944515,-0.034338526,0
0.303457133,-0.134499512,1
0.493401617,0.900324056,0
-0.701678469,-0.677919198,0
0.130058472,-0.245097013,1
-0.047249414,0.312986535,1
-0.120121506,-0.962604959,0
-0.282021237,0.173943505,1
-0.878715976,0.318123843,0
0.743707365,-0.632044095,0
0.328532833,0.103407575,1
-0.747132468,-0.538365654,0
0.041718955,-0.267621712,1
0.690772642,0.782528772,0
0.144196482,-0.259864337,1
-0.987985489,-0.14989101,0
-0.105768647,-0.246865455,1
0.067401565,-0.315700712,1
-0.529291099,0.827754109,0
-0.207049923,-0.195904632,1
-0.671911282,-0.786558678,0
0.180948927,-0.950326922,0
-0.844275948,0.489582911,0
-0.229156014,-0.126982092,1
0.227877901,0.259228436,1
-0.4875104,0.836294794,0
-0.952704892,-0.276352828,0
0.788984719,-0.650451974,0
0.212569855,-0.258235096,1
0.862044905,-0.455074677,0
-0.453400255,0.938424926,0
-0.274595865,0.10996872,1
-0.296095322,1.011605394,0
0.28703298,-0.157596916,1
0.275825403,0.080192435,1
0.539469386,0.804893284,0
-0.034463957,-0.281558071,1
-0.819125299,-0.560758161,0
0.981861285,0.212857982,0
0.800587587,0.548650615,0
-0.17344311,-0.969088048,0
-0.516004095,0.815124401,0
0.53979392,0.879399144,0
-0.115395145,-0.277499112,1
-0.933816973,-0.282412628,0
0.851573393,0.446809894,0
